               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  30,            0.028428,           0.0093817,            0.011064,             0.81921,             0.73663,             0.82217,             0.42858,            0.040568,           0.0062213,            0.030278,           0.0085645,           0.0085645,           0.0085645
                  31,            0.028923,           0.0094619,            0.011139,             0.87464,             0.75119,             0.78679,             0.51731,            0.032011,           0.0064229,            0.030541,            0.008515,            0.008515,            0.008515
                  32,             0.02818,           0.0099271,            0.012631,             0.93774,             0.73239,             0.84926,             0.50797,            0.035369,           0.0062761,            0.029315,           0.0084655,           0.0084655,           0.0084655
                  33,            0.028274,           0.0096996,           0.0099902,             0.84863,             0.77019,             0.82146,             0.42505,            0.037771,           0.0058209,            0.026134,            0.008416,            0.008416,            0.008416
                  34,            0.027594,           0.0095725,            0.011771,             0.90466,             0.73499,             0.84617,             0.48232,            0.034079,           0.0058793,            0.023523,           0.0083665,           0.0083665,           0.0083665
                  35,            0.028534,           0.0094786,            0.011217,             0.79723,             0.74062,              0.8598,             0.48948,             0.03697,           0.0060891,            0.032911,            0.008317,            0.008317,            0.008317
                  36,            0.027758,            0.009447,           0.0099729,             0.86859,             0.76895,             0.79963,              0.4249,            0.037807,           0.0062776,            0.032295,           0.0082675,           0.0082675,           0.0082675
                  37,            0.027704,           0.0096714,            0.010103,             0.89198,             0.77355,             0.84152,             0.46976,            0.036695,           0.0060228,            0.023857,            0.008218,            0.008218,            0.008218
                  38,            0.027926,             0.00926,           0.0095491,             0.91721,             0.78202,             0.90443,             0.52653,            0.036861,           0.0055748,            0.024238,           0.0081685,           0.0081685,           0.0081685
                  39,            0.027993,           0.0097935,            0.010709,              0.8685,             0.69651,             0.82607,             0.49772,            0.035231,            0.005359,            0.028049,            0.008119,            0.008119,            0.008119
                  40,            0.026412,           0.0089059,            0.010471,             0.89325,             0.70238,             0.83168,             0.45598,              0.0369,           0.0060853,             0.03009,           0.0080695,           0.0080695,           0.0080695
                  41,            0.027722,           0.0097106,           0.0091385,             0.86216,             0.65607,             0.84048,             0.47337,            0.037724,           0.0059474,               0.034,             0.00802,             0.00802,             0.00802
                  42,            0.026719,           0.0092654,           0.0093459,             0.86607,             0.69292,             0.80096,              0.4096,            0.039602,           0.0061511,            0.032769,           0.0079705,           0.0079705,           0.0079705
                  43,            0.026534,           0.0092264,           0.0096132,             0.85856,             0.71658,              0.8516,             0.50536,            0.039013,           0.0058947,            0.024573,            0.007921,            0.007921,            0.007921
                  44,            0.026337,             0.00932,           0.0087514,             0.87048,             0.72628,             0.86366,             0.47272,            0.040082,           0.0059564,            0.024829,           0.0078715,           0.0078715,           0.0078715
                  45,            0.026518,           0.0095712,           0.0084729,             0.89921,             0.71796,             0.83104,             0.47125,             0.03961,           0.0059622,            0.029869,            0.007822,            0.007822,            0.007822
                  46,            0.026046,           0.0091246,           0.0081921,             0.71985,              0.8554,             0.88439,             0.48519,            0.039026,            0.006055,            0.031499,           0.0077725,           0.0077725,           0.0077725
                  47,            0.026328,           0.0088158,           0.0087226,             0.68196,             0.84663,              0.8777,             0.45436,            0.041588,           0.0061864,            0.029953,            0.007723,            0.007723,            0.007723
                  48,            0.026073,           0.0092023,           0.0086502,             0.83995,             0.71873,             0.78138,             0.44367,             0.03465,           0.0057531,             0.02797,           0.0076735,           0.0076735,           0.0076735
                  49,            0.026722,           0.0087796,           0.0084987,             0.76407,             0.83629,             0.87477,             0.50947,            0.036716,           0.0054754,             0.02751,            0.007624,            0.007624,            0.007624
                  50,            0.025927,           0.0088739,           0.0078624,             0.68359,             0.78274,             0.86405,             0.52918,            0.038123,           0.0060287,            0.033271,           0.0075745,           0.0075745,           0.0075745
                  51,            0.026509,           0.0093295,           0.0090496,             0.77369,             0.76978,             0.87842,             0.50976,            0.037126,           0.0056157,            0.035566,            0.007525,            0.007525,            0.007525
                  52,            0.025667,           0.0093937,           0.0089165,             0.86237,             0.70213,             0.84285,             0.47964,            0.037402,           0.0057912,            0.033506,           0.0074755,           0.0074755,           0.0074755
                  53,            0.025764,           0.0088341,           0.0075165,              0.7651,              0.8711,             0.88244,             0.51497,            0.037933,           0.0060187,            0.025705,            0.007426,            0.007426,            0.007426
                  54,            0.025463,           0.0089052,           0.0078701,             0.81684,             0.87868,             0.89825,             0.48411,             0.04147,            0.006082,            0.023478,           0.0073765,           0.0073765,           0.0073765
                  55,            0.025924,           0.0088908,           0.0076454,             0.90024,             0.75672,             0.89006,             0.52129,            0.037501,           0.0058571,            0.029016,            0.007327,            0.007327,            0.007327
                  56,            0.025173,           0.0091112,           0.0069468,             0.89088,             0.70377,             0.82789,             0.49021,             0.03622,           0.0063071,            0.029366,           0.0072775,           0.0072775,           0.0072775
                  57,            0.025288,           0.0089106,           0.0069572,             0.89711,             0.74447,             0.82299,             0.51129,            0.035329,            0.005965,            0.029232,            0.007228,            0.007228,            0.007228
                  58,            0.025076,           0.0088317,           0.0065582,             0.90901,             0.70938,             0.84249,             0.45952,            0.038689,           0.0059181,            0.026661,           0.0071785,           0.0071785,           0.0071785
                  59,            0.025046,           0.0089911,           0.0079475,             0.91566,             0.75884,             0.89934,             0.49691,            0.037932,           0.0059504,            0.024575,            0.007129,            0.007129,            0.007129
                  60,            0.024886,           0.0087702,           0.0062213,             0.92164,              0.6611,             0.82016,             0.49309,            0.034056,           0.0057709,            0.030623,           0.0070795,           0.0070795,           0.0070795
                  61,            0.024722,            0.008766,           0.0071225,             0.79859,              0.7137,             0.81584,             0.53304,            0.032489,           0.0057687,            0.038889,             0.00703,             0.00703,             0.00703
                  62,            0.024827,           0.0087406,           0.0062782,             0.86585,             0.76417,             0.82182,             0.47962,            0.033994,           0.0056382,            0.028686,           0.0069805,           0.0069805,           0.0069805
                  63,            0.024278,           0.0086403,           0.0069207,             0.83447,             0.71717,             0.79878,             0.46553,            0.036469,           0.0059535,            0.031042,            0.006931,            0.006931,            0.006931
                  64,            0.024238,            0.008398,           0.0066365,             0.83721,             0.74649,             0.82981,             0.49785,            0.033627,           0.0058121,            0.029663,           0.0068815,           0.0068815,           0.0068815
                  65,            0.024667,           0.0087111,           0.0060367,             0.89089,              0.7161,             0.88801,             0.54498,            0.035804,            0.005844,            0.025783,            0.006832,            0.006832,            0.006832
                  66,            0.024631,           0.0085225,           0.0062971,             0.79279,             0.82553,             0.89752,             0.52628,            0.036695,           0.0052591,            0.026293,           0.0067825,           0.0067825,           0.0067825
                  67,            0.023963,           0.0086609,           0.0065998,             0.86715,             0.85048,             0.91036,             0.51464,            0.037184,           0.0053296,            0.024005,            0.006733,            0.006733,            0.006733
                  68,            0.023698,            0.008676,           0.0058214,             0.86739,             0.83927,             0.91885,              0.5374,            0.035637,           0.0053436,            0.024975,           0.0066835,           0.0066835,           0.0066835
                  69,            0.023734,           0.0082119,           0.0059544,             0.93968,             0.68542,             0.90073,              0.5752,            0.032032,           0.0055998,            0.027265,            0.006634,            0.006634,            0.006634
                  70,            0.023624,           0.0088176,           0.0063561,             0.92168,             0.72364,             0.83541,             0.49175,            0.035498,           0.0059558,            0.024903,           0.0065845,           0.0065845,           0.0065845
                  71,              0.0235,           0.0085761,            0.006418,              0.8646,             0.69201,             0.85803,             0.55058,            0.035201,           0.0055994,            0.031257,            0.006535,            0.006535,            0.006535
                  72,            0.023954,           0.0085144,           0.0059268,             0.85652,             0.72397,             0.85986,             0.50809,            0.036593,            0.005976,            0.025849,           0.0064855,           0.0064855,           0.0064855
                  73,            0.023571,           0.0082087,           0.0066136,              0.9533,             0.69774,              0.8245,             0.46228,            0.037899,           0.0061885,            0.020629,            0.006436,            0.006436,            0.006436
                  74,            0.024001,           0.0084378,           0.0057975,             0.96776,             0.70875,             0.82259,             0.47678,            0.036929,           0.0061199,            0.026455,           0.0063865,           0.0063865,           0.0063865
                  75,            0.024097,           0.0084361,           0.0061802,             0.91643,             0.75103,             0.83231,             0.49449,            0.034921,            0.005917,            0.021816,            0.006337,            0.006337,            0.006337
                  76,            0.023705,           0.0083207,           0.0058742,             0.85704,             0.78153,              0.8732,             0.47229,            0.039096,           0.0059201,            0.022332,           0.0062875,           0.0062875,           0.0062875
                  77,            0.023189,           0.0085323,           0.0054888,             0.84038,             0.75211,              0.8326,             0.47333,            0.037496,           0.0062601,            0.029707,            0.006238,            0.006238,            0.006238
                  78,            0.023462,           0.0084562,           0.0050355,             0.90111,             0.75099,              0.8488,              0.4996,            0.036769,           0.0057894,            0.022662,           0.0061885,           0.0061885,           0.0061885
                  79,            0.023138,           0.0085094,           0.0054015,             0.84103,             0.77411,             0.82637,             0.49281,             0.03471,           0.0059214,            0.025972,            0.006139,            0.006139,            0.006139
                  80,            0.022626,           0.0078281,           0.0057541,             0.85706,             0.76204,             0.85959,             0.46877,            0.036742,            0.005996,            0.022986,           0.0060895,           0.0060895,           0.0060895
                  81,            0.022312,           0.0085724,           0.0048227,             0.80118,             0.77064,              0.8235,             0.47192,            0.035464,           0.0061527,             0.03007,             0.00604,             0.00604,             0.00604
                  82,             0.02267,           0.0086205,            0.004987,             0.83812,             0.71764,             0.80694,             0.48042,            0.035567,           0.0061611,            0.031845,           0.0059905,           0.0059905,           0.0059905
                  83,            0.022831,           0.0081505,           0.0051096,             0.85049,             0.72822,             0.82092,              0.4895,            0.033834,           0.0061664,            0.027001,            0.005941,            0.005941,            0.005941
                  84,            0.021715,           0.0080377,           0.0056749,             0.84492,              0.7446,             0.85863,             0.48829,            0.037001,           0.0059186,            0.027249,           0.0058915,           0.0058915,           0.0058915
                  85,            0.022292,           0.0080139,           0.0048693,             0.93251,             0.69305,              0.8961,             0.52971,            0.035282,           0.0061178,            0.027757,            0.005842,            0.005842,            0.005842
                  86,            0.023211,           0.0082072,           0.0049278,             0.83423,             0.74819,             0.90289,             0.59009,            0.032084,           0.0060441,            0.025086,           0.0057925,           0.0057925,           0.0057925
                  87,            0.022238,           0.0079824,           0.0045094,             0.90884,             0.73526,             0.91394,             0.57061,            0.035042,           0.0060074,            0.021555,            0.005743,            0.005743,            0.005743
                  88,            0.022413,           0.0082115,           0.0048202,             0.93721,             0.77322,             0.91028,             0.52738,            0.036269,           0.0060629,            0.020607,           0.0056935,           0.0056935,           0.0056935
                  89,             0.02199,           0.0079006,           0.0040801,             0.86613,             0.79393,             0.89361,             0.57034,            0.034891,           0.0063266,            0.020726,            0.005644,            0.005644,            0.005644
                  90,            0.021916,           0.0081659,           0.0044967,             0.91698,             0.76354,             0.90692,             0.55096,             0.03535,           0.0060509,            0.018477,           0.0055945,           0.0055945,           0.0055945
                  91,            0.021371,           0.0081092,           0.0047621,             0.90375,             0.75782,             0.84063,             0.51399,            0.035066,           0.0054032,            0.022638,            0.005545,            0.005545,            0.005545
                  92,            0.021596,           0.0079429,           0.0042036,             0.91598,             0.76286,             0.87062,             0.52781,            0.036356,           0.0058072,            0.022465,           0.0054955,           0.0054955,           0.0054955
                  93,            0.021448,           0.0079616,           0.0048387,             0.95024,             0.73921,             0.92111,             0.57302,            0.034103,            0.005421,            0.021001,            0.005446,            0.005446,            0.005446
                  94,            0.021875,            0.007928,           0.0048976,             0.91175,             0.78293,             0.92504,             0.56567,            0.035661,           0.0054429,            0.020284,           0.0053965,           0.0053965,           0.0053965
                  95,            0.021778,           0.0079852,           0.0052648,             0.87864,             0.78241,             0.90487,             0.53397,            0.035547,           0.0055805,            0.021969,            0.005347,            0.005347,            0.005347
                  96,            0.021628,           0.0080595,           0.0043588,             0.94042,             0.78267,             0.93009,             0.58271,            0.034571,           0.0055777,            0.018506,           0.0052975,           0.0052975,           0.0052975
                  97,            0.021143,           0.0077319,           0.0043575,             0.92215,             0.79823,             0.91413,             0.56905,            0.034546,           0.0057494,            0.019756,            0.005248,            0.005248,            0.005248
                  98,            0.021499,           0.0079491,           0.0044905,             0.90772,             0.76742,             0.87952,             0.51163,            0.034844,           0.0057847,            0.017819,           0.0051985,           0.0051985,           0.0051985
                  99,            0.021206,           0.0080466,           0.0044852,             0.95085,             0.77236,             0.87129,             0.54304,            0.032748,           0.0058331,            0.015877,            0.005149,            0.005149,            0.005149
                 100,            0.021452,           0.0077524,           0.0035259,             0.96417,             0.75681,             0.87238,             0.53957,            0.034389,           0.0059561,            0.017478,           0.0050995,           0.0050995,           0.0050995
                 101,            0.021372,           0.0075493,           0.0035525,             0.97381,             0.73897,             0.92301,             0.55101,            0.036622,           0.0059684,            0.016282,             0.00505,             0.00505,             0.00505
                 102,            0.020488,           0.0073865,           0.0037209,             0.93178,             0.75331,             0.91259,             0.53774,            0.035316,           0.0059535,            0.019319,           0.0050005,           0.0050005,           0.0050005
                 103,            0.021224,           0.0077602,           0.0038309,             0.85921,             0.78469,              0.9087,             0.56333,            0.033773,           0.0062014,            0.018597,            0.004951,            0.004951,            0.004951
                 104,            0.020483,           0.0076279,           0.0035281,             0.91726,             0.75853,             0.90889,              0.5606,            0.033023,            0.006219,            0.019528,           0.0049015,           0.0049015,           0.0049015
                 105,            0.021094,           0.0078425,           0.0038277,              0.9102,             0.77301,             0.83507,             0.51291,            0.033301,           0.0057397,            0.018419,            0.004852,            0.004852,            0.004852
                 106,            0.020771,            0.007405,           0.0033897,             0.89625,             0.79366,              0.9196,             0.58416,            0.034155,           0.0061201,            0.020666,           0.0048025,           0.0048025,           0.0048025
                 107,            0.021115,           0.0074901,           0.0036999,             0.88209,              0.7609,             0.91093,             0.54007,            0.036404,            0.006304,            0.022972,            0.004753,            0.004753,            0.004753
                 108,             0.02111,           0.0079661,           0.0040477,             0.93407,             0.71061,             0.85438,             0.51159,            0.034975,           0.0063763,            0.018659,           0.0047035,           0.0047035,           0.0047035
                 109,            0.020016,           0.0077288,           0.0035172,              0.9423,             0.70597,             0.89959,             0.56887,            0.033759,           0.0063174,            0.024279,            0.004654,            0.004654,            0.004654
                 110,            0.020428,           0.0076272,           0.0036402,             0.77144,             0.88937,              0.9001,             0.53019,            0.036456,           0.0064563,            0.023751,           0.0046045,           0.0046045,           0.0046045
                 111,            0.020552,           0.0079144,           0.0036079,             0.91374,             0.75437,             0.90093,             0.56111,            0.036196,           0.0062699,            0.021381,            0.004555,            0.004555,            0.004555
                 112,            0.020254,           0.0075696,           0.0039692,             0.88476,             0.73966,             0.89363,             0.54266,            0.034813,           0.0065086,             0.02321,           0.0045055,           0.0045055,           0.0045055
                 113,            0.020577,           0.0077449,           0.0036127,             0.75532,             0.87904,             0.89757,             0.55481,            0.036904,            0.006299,            0.022179,            0.004456,            0.004456,            0.004456
                 114,            0.020437,           0.0075547,           0.0040738,             0.92384,             0.73977,             0.86474,             0.52927,            0.035317,           0.0066517,            0.021355,           0.0044065,           0.0044065,           0.0044065
                 115,            0.020731,           0.0078648,           0.0048807,             0.93985,             0.73165,             0.87835,              0.5212,            0.035763,           0.0065476,            0.020105,            0.004357,            0.004357,            0.004357
                 116,            0.020475,           0.0076137,           0.0036325,             0.91298,             0.75186,             0.90861,             0.53041,            0.036226,           0.0067481,             0.01847,           0.0043075,           0.0043075,           0.0043075
                 117,            0.019549,           0.0076051,           0.0035447,             0.89598,             0.77757,             0.92122,             0.54224,            0.036785,           0.0064363,            0.019453,            0.004258,            0.004258,            0.004258
                 118,            0.020124,           0.0076798,           0.0033541,             0.76769,             0.88634,             0.91154,             0.55438,            0.035304,           0.0065801,            0.021355,           0.0042085,           0.0042085,           0.0042085
                 119,            0.019929,           0.0074727,           0.0036224,             0.84144,             0.79898,             0.90236,             0.56383,            0.032664,           0.0065745,            0.023883,            0.004159,            0.004159,            0.004159
                 120,            0.019649,           0.0075566,           0.0034228,              0.8911,             0.80489,             0.90312,             0.54364,            0.035493,           0.0066119,            0.020372,           0.0041095,           0.0041095,           0.0041095
                 121,            0.019915,           0.0073452,           0.0034808,             0.76406,             0.88292,             0.90201,             0.52828,            0.036583,           0.0063887,            0.022729,             0.00406,             0.00406,             0.00406
                 122,            0.019689,            0.007594,           0.0030858,              0.7231,              0.8929,             0.89184,               0.562,            0.033903,           0.0065166,             0.02506,           0.0040105,           0.0040105,           0.0040105
                 123,            0.019368,           0.0074786,           0.0029585,             0.89986,             0.76908,             0.89451,              0.5632,            0.034156,            0.006246,            0.021108,            0.003961,            0.003961,            0.003961
                 124,            0.019419,           0.0074908,           0.0030705,             0.91284,             0.76587,             0.90063,             0.54773,            0.036559,           0.0061431,            0.023241,           0.0039115,           0.0039115,           0.0039115
                 125,            0.019033,            0.007368,           0.0027486,             0.90653,             0.76524,             0.89589,             0.53646,            0.035599,            0.006491,            0.025262,            0.003862,            0.003862,            0.003862
                 126,            0.019095,           0.0071277,           0.0034102,             0.90194,             0.79902,             0.89262,             0.51926,            0.036678,           0.0067223,            0.022185,           0.0038125,           0.0038125,           0.0038125
                 127,            0.019349,           0.0075321,           0.0038598,             0.93213,             0.73671,              0.9066,             0.53797,            0.034889,           0.0066014,            0.018384,            0.003763,            0.003763,            0.003763
                 128,            0.019536,           0.0074867,           0.0033574,             0.83786,             0.77722,             0.85776,             0.53638,            0.033854,            0.006627,            0.024468,           0.0037135,           0.0037135,           0.0037135
                 129,            0.018513,           0.0074032,           0.0026904,               0.835,             0.80915,             0.84901,              0.5151,            0.034299,           0.0069687,            0.021194,            0.003664,            0.003664,            0.003664
                 130,            0.018978,           0.0075704,           0.0030269,             0.90052,             0.74346,             0.84437,             0.52658,             0.03366,           0.0067708,             0.02024,           0.0036145,           0.0036145,           0.0036145
                 131,            0.018998,           0.0069967,            0.002381,             0.92595,             0.74566,             0.86845,              0.5335,            0.034076,            0.006829,            0.018902,            0.003565,            0.003565,            0.003565
                 132,            0.019247,           0.0075301,           0.0025424,             0.90662,             0.73841,             0.86571,              0.5226,            0.034306,           0.0066183,            0.020903,           0.0035155,           0.0035155,           0.0035155
                 133,             0.01858,           0.0073933,           0.0027147,             0.90052,             0.75178,             0.83166,             0.51432,            0.033912,           0.0064744,            0.022129,            0.003466,            0.003466,            0.003466
                 134,            0.018647,            0.007556,           0.0027189,             0.87952,             0.78223,             0.90187,             0.54947,            0.035387,           0.0064094,            0.020161,           0.0034165,           0.0034165,           0.0034165
                 135,            0.018305,           0.0071989,           0.0025686,             0.88861,             0.72327,              0.8994,             0.56308,            0.033831,           0.0062854,            0.027861,            0.003367,            0.003367,            0.003367
                 136,            0.018751,           0.0069498,           0.0027698,              0.9475,             0.70625,               0.893,             0.54526,            0.036436,           0.0066935,            0.020128,           0.0033175,           0.0033175,           0.0033175
                 137,            0.018161,           0.0072083,             0.00254,             0.86826,             0.75183,             0.89378,             0.56626,            0.034824,           0.0063206,            0.020734,            0.003268,            0.003268,            0.003268
                 138,            0.017933,           0.0069658,           0.0029967,             0.85841,             0.74324,             0.89547,             0.55613,            0.035549,           0.0063983,            0.027384,           0.0032185,           0.0032185,           0.0032185
                 139,            0.018016,           0.0070272,           0.0024066,             0.88626,             0.76778,             0.91581,             0.56716,            0.036045,           0.0062776,            0.021095,            0.003169,            0.003169,            0.003169
                 140,            0.018631,           0.0074473,           0.0022921,               0.859,               0.778,             0.89218,             0.60257,            0.031491,           0.0063729,            0.026858,           0.0031195,           0.0031195,           0.0031195
                 141,            0.018427,           0.0068205,            0.002355,             0.91419,             0.75071,             0.90091,             0.57441,            0.033976,           0.0062849,            0.024404,             0.00307,             0.00307,             0.00307
                 142,             0.01848,           0.0070819,           0.0028006,              0.9077,             0.71335,             0.89752,             0.57286,            0.033596,           0.0064322,            0.030461,           0.0030205,           0.0030205,           0.0030205
                 143,             0.01816,            0.006861,           0.0026202,             0.87029,             0.77687,             0.90057,              0.5485,            0.034484,           0.0063665,             0.02675,            0.002971,            0.002971,            0.002971
                 144,            0.017592,           0.0071679,           0.0020334,             0.87147,             0.76955,             0.89649,             0.55836,            0.033866,           0.0067939,            0.024225,           0.0029215,           0.0029215,           0.0029215
                 145,            0.017962,           0.0070683,           0.0024545,             0.70583,              0.8935,             0.90405,             0.57989,            0.032303,           0.0066786,            0.023054,            0.002872,            0.002872,            0.002872
                 146,            0.017361,           0.0067725,           0.0017118,              0.7301,              0.8935,             0.90702,             0.57258,            0.032622,           0.0066666,            0.023471,           0.0028225,           0.0028225,           0.0028225
                 147,            0.018111,           0.0068669,           0.0022438,             0.73606,              0.8935,             0.91074,             0.57124,            0.033116,           0.0066921,             0.02101,            0.002773,            0.002773,            0.002773
                 148,            0.017832,           0.0070158,           0.0021325,             0.89635,             0.79062,              0.8959,              0.5584,            0.033247,           0.0067697,            0.021186,           0.0027235,           0.0027235,           0.0027235
                 149,            0.016969,           0.0071704,           0.0021993,             0.93174,             0.75362,             0.90348,             0.56759,            0.033549,           0.0067458,            0.019511,            0.002674,            0.002674,            0.002674
                 150,            0.017572,           0.0070328,           0.0021769,             0.79152,             0.88776,             0.89817,              0.5522,            0.034813,            0.006664,            0.018972,           0.0026245,           0.0026245,           0.0026245
                 151,            0.017421,           0.0070489,           0.0021284,             0.86851,              0.7916,             0.88876,             0.55574,            0.033844,           0.0066623,            0.021656,            0.002575,            0.002575,            0.002575
                 152,            0.017628,           0.0072234,           0.0025023,             0.90737,             0.78588,             0.88991,             0.56069,            0.033338,           0.0069317,            0.022401,           0.0025255,           0.0025255,           0.0025255
                 153,            0.017376,            0.006855,           0.0023406,             0.89941,             0.78669,             0.88598,             0.53612,            0.034972,           0.0070718,            0.023724,            0.002476,            0.002476,            0.002476
                 154,            0.016879,           0.0069665,             0.00216,             0.92445,             0.74279,             0.87243,             0.52561,            0.034399,           0.0067041,            0.024202,           0.0024265,           0.0024265,           0.0024265
                 155,            0.017461,           0.0068157,           0.0021016,              0.8879,             0.73233,              0.8882,              0.5739,            0.033059,           0.0065024,            0.030745,            0.002377,            0.002377,            0.002377
                 156,             0.01727,           0.0067759,           0.0024199,             0.71281,             0.86773,             0.88755,             0.56398,             0.03346,           0.0066226,            0.035444,           0.0023275,           0.0023275,           0.0023275
                 157,            0.017185,           0.0068032,           0.0021248,             0.90113,             0.73104,             0.89263,             0.53823,            0.034742,           0.0069463,            0.028083,            0.002278,            0.002278,            0.002278
                 158,            0.017021,           0.0068675,           0.0021553,              0.8919,             0.76689,             0.84474,              0.5247,            0.033114,            0.006777,            0.023575,           0.0022285,           0.0022285,           0.0022285
                 159,            0.017189,           0.0068223,           0.0020293,             0.89783,             0.75391,             0.89684,             0.56575,            0.035091,            0.006784,            0.024778,            0.002179,            0.002179,            0.002179
