               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,             0.01699,           0.0066942,           0.0017398,             0.91288,             0.74969,             0.90515,             0.55909,            0.034054,            0.006613,            0.023416,           0.0021295,           0.0021295,           0.0021295
                 161,            0.016992,           0.0069879,           0.0016901,             0.69665,             0.90174,             0.90798,             0.57513,            0.032642,              0.0067,            0.024286,             0.00208,             0.00208,             0.00208
                 162,            0.016803,           0.0065345,           0.0018941,              0.7325,             0.87144,             0.89673,             0.54382,            0.035015,           0.0068445,            0.026405,           0.0020305,           0.0020305,           0.0020305
                 163,            0.016755,           0.0066205,            0.001851,             0.69516,             0.88816,             0.89619,             0.54944,            0.035822,           0.0069937,            0.026372,            0.001981,            0.001981,            0.001981
                 164,            0.016727,           0.0067657,           0.0017593,             0.72316,             0.88251,              0.8989,              0.5708,             0.03469,           0.0067312,             0.02511,           0.0019315,           0.0019315,           0.0019315
                 165,            0.016653,           0.0070079,             0.00212,             0.90861,             0.76089,             0.89255,             0.57267,            0.033535,           0.0067198,            0.026771,            0.001882,            0.001882,            0.001882
                 166,            0.016398,           0.0068202,           0.0018924,             0.92946,             0.72109,             0.89678,             0.56962,             0.03358,           0.0067503,            0.026007,           0.0018325,           0.0018325,           0.0018325
                 167,            0.016938,           0.0067013,           0.0017041,             0.91093,             0.75529,             0.89688,             0.56991,            0.033889,           0.0066428,            0.024331,            0.001783,            0.001783,            0.001783
                 168,            0.016015,           0.0065624,           0.0013945,             0.89065,             0.77436,             0.89985,              0.5671,            0.033171,           0.0067039,            0.023295,           0.0017335,           0.0017335,           0.0017335
                 169,            0.016363,           0.0064844,           0.0013773,               0.874,             0.79239,              0.8999,             0.57213,            0.033527,           0.0065883,            0.021896,            0.001684,            0.001684,            0.001684
                 170,            0.016361,            0.006644,           0.0015466,             0.90093,             0.77275,             0.89436,             0.56308,            0.034917,           0.0067528,             0.02234,           0.0016345,           0.0016345,           0.0016345
                 171,            0.016157,           0.0065571,           0.0017803,             0.90442,             0.76372,             0.89258,             0.55113,            0.035047,           0.0068538,            0.025216,            0.001585,            0.001585,            0.001585
                 172,             0.01615,           0.0065674,           0.0017858,             0.90702,             0.74957,             0.89507,             0.54515,            0.034709,           0.0067516,              0.0256,           0.0015355,           0.0015355,           0.0015355
                 173,            0.016094,           0.0067377,           0.0016569,             0.73177,             0.87319,             0.90041,             0.55427,              0.0347,           0.0067306,            0.026077,            0.001486,            0.001486,            0.001486
                 174,            0.015912,           0.0065137,           0.0017237,             0.89986,             0.76753,             0.89771,             0.56713,             0.03446,           0.0068237,            0.025846,           0.0014365,           0.0014365,           0.0014365
                 175,            0.016177,           0.0063617,           0.0018024,             0.90316,             0.76324,             0.90555,             0.56907,             0.03344,           0.0069273,            0.024167,            0.001387,            0.001387,            0.001387
                 176,            0.015651,           0.0064746,           0.0015109,             0.92017,             0.76131,             0.90025,             0.56246,            0.034294,           0.0070949,            0.023487,           0.0013375,           0.0013375,           0.0013375
                 177,            0.016411,           0.0066327,           0.0022688,              0.7894,             0.85722,             0.90934,             0.56516,            0.034018,           0.0069904,            0.021618,            0.001288,            0.001288,            0.001288
                 178,            0.015676,           0.0066293,           0.0014754,             0.75949,               0.878,              0.9092,             0.56895,            0.033918,           0.0069197,            0.023554,           0.0012385,           0.0012385,           0.0012385
                 179,            0.015629,           0.0067294,           0.0015275,             0.77134,             0.87551,             0.90732,             0.56998,            0.033922,           0.0069365,            0.021277,            0.001189,            0.001189,            0.001189
                 180,            0.015419,           0.0065577,           0.0016006,             0.75503,             0.87427,             0.90308,             0.56252,            0.034406,           0.0069932,            0.022065,           0.0011395,           0.0011395,           0.0011395
                 181,            0.015316,           0.0067986,           0.0013075,             0.92596,             0.75567,             0.89518,             0.54843,            0.034303,           0.0069626,            0.021585,             0.00109,             0.00109,             0.00109
                 182,            0.015629,           0.0065875,           0.0014324,             0.91008,             0.75903,             0.89516,             0.54219,            0.034951,           0.0069885,            0.021434,           0.0010405,           0.0010405,           0.0010405
                 183,            0.015151,           0.0066132,           0.0016249,             0.93109,             0.74356,             0.90334,             0.56813,            0.033865,           0.0069377,            0.021902,            0.000991,            0.000991,            0.000991
                 184,            0.015211,           0.0064317,           0.0013457,             0.72423,              0.8924,             0.90508,              0.5658,            0.033901,           0.0069697,            0.023613,           0.0009415,           0.0009415,           0.0009415
                 185,            0.015262,           0.0063691,           0.0015247,             0.92181,             0.75253,              0.9094,             0.57536,            0.033804,           0.0069843,            0.021867,            0.000892,            0.000892,            0.000892
                 186,            0.015137,           0.0066827,           0.0015587,             0.73657,             0.89302,             0.90771,             0.57057,            0.034143,            0.006868,             0.02264,           0.0008425,           0.0008425,           0.0008425
                 187,            0.015376,           0.0066222,           0.0016386,             0.74001,             0.89302,              0.9008,             0.58205,            0.033373,           0.0068633,            0.023162,            0.000793,            0.000793,            0.000793
                 188,            0.014897,           0.0061763,             0.00113,              0.7494,             0.90373,             0.89645,             0.56005,            0.033908,           0.0069067,            0.022826,           0.0007435,           0.0007435,           0.0007435
                 189,            0.014614,           0.0063743,           0.0011693,             0.78122,             0.88658,             0.89858,             0.56729,            0.034099,           0.0069942,            0.023049,            0.000694,            0.000694,            0.000694
                 190,            0.014663,           0.0064045,           0.0011042,             0.76205,             0.89025,             0.90317,             0.56621,            0.033589,           0.0069414,            0.023317,           0.0006445,           0.0006445,           0.0006445
                 191,            0.014943,           0.0065815,           0.0010659,             0.78349,             0.88952,             0.89963,             0.55536,            0.033389,           0.0069643,            0.022615,            0.000595,            0.000595,            0.000595
                 192,             0.01456,           0.0061742,           0.0011894,              0.7936,             0.89164,             0.89895,             0.58484,            0.033066,           0.0069854,            0.023197,           0.0005455,           0.0005455,           0.0005455
                 193,            0.014433,            0.006169,           0.0011322,             0.78179,             0.90405,             0.89827,             0.57658,            0.033235,           0.0070024,            0.023667,            0.000496,            0.000496,            0.000496
                 194,            0.014569,           0.0064033,           0.0012393,             0.77098,             0.90967,             0.89924,             0.56627,            0.033505,           0.0069761,            0.023797,           0.0004465,           0.0004465,           0.0004465
                 195,            0.014747,           0.0061427,           0.0010216,             0.75509,             0.91005,             0.90748,              0.5913,            0.033319,           0.0069898,            0.023557,            0.000397,            0.000397,            0.000397
                 196,            0.014402,           0.0060135,           0.0010941,             0.77651,             0.90755,             0.90791,             0.59136,            0.033577,           0.0069883,            0.023684,           0.0003475,           0.0003475,           0.0003475
                 197,            0.014865,           0.0064103,           0.0014592,             0.76798,             0.90604,             0.89875,             0.56759,            0.033824,           0.0070386,            0.024784,            0.000298,            0.000298,            0.000298
                 198,            0.014365,           0.0063221,           0.0013403,             0.75199,             0.91227,             0.89575,             0.56671,            0.033954,           0.0070963,            0.024565,           0.0002485,           0.0002485,           0.0002485
                 199,             0.01446,           0.0062814,           0.0012477,             0.73677,             0.91273,             0.89923,              0.5603,            0.034009,           0.0070378,            0.023734,            0.000199,            0.000199,            0.000199
