user_id,movieId,rating,title
Ильдус,109487,4.0,Interstellar (2014)
Ильдус,110102,1.5,Captain America: The Winter Soldier (2014)
Ильдус,111362,1.5,X-Men: Days of Future Past (2014)
Ильдус,115149,2.0,John Wick (2014)
Ильдус,119145,2.0,Kingsman: The Secret Service (2015)
Ильдус,122900,2.5,Ant-Man (2015)
Ильдус,134130,4.0,The Martian (2015)
Ильдус,135536,1.5,Suicide Squad (2016)
Ильдус,148626,3.5,The Big Short (2015)
Ильдус,166461,1.5,Moana (2016)
Ильдус,254726,3.0,Dune (2021)
Ильдус,265148,1.5,Morbius (2022)
Ильдус,271799,1.5,Sonic the Hedgehog 2 (2022)
Ильдус,272445,1.0,Mike Epps: Indiana Mike (2022)
Ильдус,272483,2.0,The Bubble (2022)
Ильдус,272703,1.0,Second Chance (1953)
Ильдус,272705,1.0,Slayground (1983)
Ильдус,272707,1.0,Whispers Behind the Wall (2013)
Ильдус,272709,0.5,The Black Square (2021)
Алексей,47,4.5,Se7en (1995)
Алексей,70,5.0,From Dusk Till Dawn (1996)
Алексей,296,5.0,Pulp Fiction (1994)
Алексей,356,4.5,Forrest Gump (1994)
Алексей,593,5.0,The Silence of the Lambs (1991)
Алексей,788,2.5,The Nutty Professor (1996)
Алексей,1405,5.0,Beavis and Butt-Head Do America (1996)
Алексей,1407,2.5,Scream (1996)
Алексей,1485,4.0,Liar Liar (1997)
Алексей,1517,3.0,Austin Powers: International Man of Mystery (1997)
Алексей,1573,3.0,Face/Off (1997)
Алексей,1584,4.0,Contact (1997)
Алексей,1722,3.5,Tomorrow Never Dies (1997)
Алексей,1882,2.5,Godzilla (1998)
Алексей,1884,4.5,Fear and Loathing in Las Vegas (1998)
Алексей,1911,2.5,Doctor Dolittle (1998)
Алексей,1917,3.0,Armageddon (1998)
Алексей,1918,2.5,Lethal Weapon 4 (1998)
Алексей,2232,3.5,Cube (1997)
Алексей,2329,4.5,American History X (1998)
Алексей,2542,5.0,"Lock, Stock and Two Smoking Barrels (1998)"
Алексей,2571,5.0,The Matrix (1999)
Алексей,2617,3.0,The Mummy (1999)
Алексей,2694,3.0,Big Daddy (1999)
Алексей,2700,5.0,"South Park: Bigger, Longer & Uncut (1999)"
Алексей,2826,4.0,The 13th Warrior (1999)
Алексей,2959,5.0,Fight Club (1999)
Алексей,3006,3.5,The Insider (1999)
Алексей,3147,5.0,The Green Mile (1999)
Алексей,3273,1.5,Scream 3 (2000)
Алексей,3285,4.5,The Beach (2000)
Алексей,3408,2.0,Erin Brockovich (2000)
Алексей,3483,1.5,The Road to El Dorado (2000)
Алексей,3484,1.5,The Skulls (2000)
Алексей,3564,1.0,The Flintstones in Viva Rock Vegas (2000)
Алексей,3646,2.0,Big Momma's House (2000)
Алексей,3752,4.0,"Me, Myself & Irene (2000)"
Алексей,3785,5.0,Scary Movie (2000)
Алексей,4015,4.0,"Dude, Where's My Car? (2000)"
Алексей,4018,2.5,What Women Want (2000)
Алексей,4023,2.0,The Family Man (2000)
Алексей,4025,1.5,Miss Congeniality (2000)
Алексей,4148,4.5,Hannibal (2001)
Алексей,4343,3.0,Evolution (2001)
Алексей,4367,2.5,Lara Croft: Tomb Raider (2001)
Алексей,4368,2.0,Dr. Dolittle 2 (2001)
Алексей,4369,1.5,The Fast and the Furious (2001)
Алексей,4388,4.0,Scary Movie 2 (2001)
Алексей,4447,2.0,Legally Blonde (2001)
Алексей,4638,2.5,Jurassic Park III (2001)
Алексей,4639,2.0,America's Sweethearts (2001)
Алексей,4718,5.0,American Pie 2 (2001)
Алексей,4720,5.0,The Others (2001)
Алексей,4734,4.0,Jay and Silent Bob Strike Back (2001)
Алексей,4823,1.5,Serendipity (2001)
Алексей,5014,2.0,I Am Sam (2001)
Алексей,5108,2.0,John Q (2002)
Алексей,5254,2.5,Blade II (2002)
Алексей,5299,1.0,My Big Fat Greek Wedding (2002)
Алексей,5388,4.0,Insomnia (2002)
Алексей,5507,2.0,xXx (2002)
Алексей,5574,3.5,The Transporter (2002)
Алексей,5608,4.0,The Experiment (2001)
Алексей,5617,4.5,Secretary (2002)
Алексей,5620,1.5,Sweet Home Alabama (2002)
Алексей,5785,5.0,Jackass: The Movie (2002)
Алексей,5956,5.0,Gangs of New York (2002)
Алексей,5995,4.0,The Pianist (2002)
Алексей,6157,2.0,Daredevil (2003)
Алексей,6373,4.5,Bruce Almighty (2003)
Алексей,6383,1.5,2 Fast 2 Furious (2003)
Алексей,6502,5.0,28 Days Later (2002)
Алексей,6534,2.0,Hulk (2003)
Алексей,6535,2.0,"Legally Blonde 2: Red, White & Blonde (2003)"
Алексей,6586,4.5,American Wedding (2003)
Алексей,6595,2.0,S.W.A.T. (2003)
Алексей,6888,4.0,Scary Movie 3 (2003)
Алексей,6934,3.0,The Matrix Revolutions (2003)
Алексей,6936,0.5,Elf (2003)
Алексей,6952,4.0,Gothika (2003)
Алексей,6953,5.0,21 Grams (2003)
Алексей,7163,1.5,Paycheck (2003)
Алексей,7285,3.5,Thirteen (2003)
Алексей,7371,4.0,Dogville (2003)
Алексей,8360,2.5,Shrek 2 (2004)
Алексей,31696,3.0,Constantine (2005)
Алексей,44191,3.5,V for Vendetta (2006)
Алексей,48385,5.0,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006)
Алексей,53000,3.0,28 Weeks Later (2007)
Алексей,56174,5.0,I Am Legend (2007)
Алексей,69122,5.0,The Hangover (2009)
Алексей,71535,5.0,Zombieland (2009)
Алексей,73017,5.0,Sherlock Holmes (2009)
Алексей,74458,4.5,Shutter Island (2010)
Алексей,81229,2.0,RED (2010)
Алексей,81834,4.5,Harry Potter and the Deathly Hallows: Part 1 (2010)
Алексей,92259,5.0,The Intouchables (2011)
Алексей,122904,2.0,Deadpool (2016)
Алексей,134130,4.0,The Martian (2015)
Алексей,265148,2.0,Morbius (2022)
Алексей,271799,2.0,Sonic the Hedgehog 2 (2022)
Денис,293,4.0,Léon: The Professional (1994)
Денис,1580,4.0,Men in Black (1997)
Денис,3793,5.0,X-Men (2000)
Денис,6333,4.5,X2 (2003)
Денис,6383,4.0,2 Fast 2 Furious (2003)
Денис,7254,4.0,The Butterfly Effect (2004)
Денис,8361,4.0,The Day After Tomorrow (2004)
Денис,8644,4.0,"I, Robot (2004)"
Денис,32587,2.5,Sin City (2005)
Денис,46335,4.0,The Fast and the Furious: Tokyo Drift (2006)
Денис,53125,4.0,Pirates of the Caribbean: At World's End (2007)
Денис,56174,4.5,I Am Legend (2007)
Денис,67923,4.0,Fast & Furious (2009)
Денис,68954,2.5,Up (2009)
Денис,71535,4.0,Zombieland (2009)
Денис,78469,3.5,The A-Team (2010)
Денис,92259,4.0,The Intouchables (2011)
Денис,102716,1.5,Fast & Furious 6 (2013)
Денис,103772,4.5,The Wolverine (2013)
Денис,106782,2.5,The Wolf of Wall Street (2013)
Денис,109487,4.0,Interstellar (2014)
Денис,111360,5.0,Lucy (2014)
Денис,115210,3.5,Fury (2014)
Денис,119145,4.0,Kingsman: The Secret Service (2015)
Денис,122900,3.5,Ant-Man (2015)
Денис,122904,4.0,Deadpool (2016)
Денис,130490,3.0,Insurgent (2015)
Денис,130634,1.0,Furious 7 (2015)
Денис,134130,3.5,The Martian (2015)
Денис,141688,5.0,Legend (2015)
Денис,159093,3.0,Now You See Me 2 (2016)
Денис,170875,0.5,The Fate of the Furious (2017)
Денис,187593,2.5,Deadpool 2 (2018)
Денис,203519,1.5,Fast & Furious Presents: Hobbs & Shaw (2019)
Денис,204698,4.5,Joker (2019)
Денис,254726,5.0,Dune (2021)
Денис,263007,3.5,Spider-Man: No Way Home (2021)
